firstname,total_male,total_female,prob_male,prob_female,total_names,male_75,female_75,male_95,female_95
"SHAMEKA",0,34,0,1,34,0,1,0,1
"SHU",11,10,.5238096,.4761905,21,0,0,0,0
"TOMOKO",0,23,0,1,23,0,1,0,1
"VALERY",11,15,.4230769,.5769231,26,0,0,0,0
"VIKKI",1,23,.0416667,.9583333,24,0,1,0,1
"VIKTORIA",0,24,0,1,24,0,1,0,1
"WALKER",17,5,.7727273,.2272727,22,1,0,0,0
"ANNAMARIE",0,31,0,1,31,0,1,0,1
"AZIZ",30,0,1,0,30,1,0,1,0
"BARRIE",3,9,.25,.75,12,0,0,0,0
"BING",21,8,.7241379,.2758621,29,0,0,0,0
"BRANDEN",29,0,1,0,29,1,0,1,0
"CARIDAD",0,31,0,1,31,0,1,0,1
"CINTHIA",0,20,0,1,20,0,1,0,1
"CORTNEY",1,12,.0769231,.9230769,13,0,1,0,0
"CRUZ",19,13,.59375,.40625,32,0,0,0,0
"ERI",5,13,.2777778,.7222222,18,0,0,0,0
"GISSELLE",0,21,0,1,21,0,1,0,1
"GOLDIE",4,18,.1818182,.8181818,22,0,1,0,0
"INDRA",7,26,.2121212,.7878788,33,0,1,0,0
"JACKI",2,20,.0909091,.9090909,22,0,1,0,0
"JANEEN",0,27,0,1,27,0,1,0,1
"JOSELYN",1,22,.0434783,.9565217,23,0,1,0,1
"KAMRAN",24,0,1,0,24,1,0,1,0
"KATRIN",0,17,0,1,17,0,1,0,1
"KENJI",27,1,.9642857,.0357143,28,1,0,1,0
"KENNEDY",17,7,.7083333,.2916667,24,0,0,0,0
"KHADIJA",0,27,0,1,27,0,1,0,1
"KIRILL",25,0,1,0,25,1,0,1,0
"LANI",1,21,.0454545,.9545454,22,0,1,0,1
"LEORA",0,16,0,1,16,0,1,0,1
"LYNNETTE",0,29,0,1,29,0,1,0,1
"MAGALY",0,26,0,1,26,0,1,0,1
"MICAELA",0,14,0,1,14,0,1,0,1
"NATALIYA",0,20,0,1,20,0,1,0,1
"ORI",24,1,.96,.04,25,1,0,1,0
"PRASHANT",30,0,1,0,30,1,0,1,0
"RAHEEM",33,0,1,0,33,1,0,1,0
"RAMESH",26,2,.9285714,.0714286,28,1,0,0,0
"REMI",21,8,.7241379,.2758621,29,0,0,0,0
"RICCARDO",29,0,1,0,29,1,0,1,0
"RIKKI",4,18,.1818182,.8181818,22,0,1,0,0
"ROMA",1,20,.047619,.952381,21,0,1,0,1
"SAGAR",22,0,1,0,22,1,0,1,0
"SAHIL",24,0,1,0,24,1,0,1,0
"SERGEI",26,0,1,0,26,1,0,1,0
"SHAYLA",0,24,0,1,24,0,1,0,1
"SHEREE",0,25,0,1,25,0,1,0,1
"SIMA",0,19,0,1,19,0,1,0,1
"SKYLER",22,5,.8148148,.1851852,27,1,0,0,0
"SUMIT",25,0,1,0,25,1,0,1,0
"YAIR",23,0,1,0,23,1,0,1,0
"YARON",26,0,1,0,26,1,0,1,0
"ADONIS",24,3,.8888889,.1111111,27,1,0,0,0
"AMIRA",0,23,0,1,23,0,1,0,1
"ANAT",1,18,.0526316,.9473684,19,0,1,0,0
"ANKIT",24,0,1,0,24,1,0,1,0
"ARIS",18,6,.75,.25,24,0,0,0,0
"BROOK",11,14,.44,.56,25,0,0,0,0
"BROOKS",17,1,.9444444,.0555556,18,1,0,0,0
"CARSON",16,3,.8421053,.1578947,19,1,0,0,0
"CHET",25,1,.9615384,.0384615,26,1,0,1,0
"DANNA",0,23,0,1,23,0,1,0,1
"DELROY",35,0,1,0,35,1,0,1,0
"FRANCK",28,3,.9032258,.0967742,31,1,0,0,0
"GARETH",30,0,1,0,30,1,0,1,0
"GEETA",0,23,0,1,23,0,1,0,1
"HAKIM",27,0,1,0,27,1,0,1,0
"JABARI",23,0,1,0,23,1,0,1,0
"JERI",0,16,0,1,16,0,1,0,1
"KASSANDRA",0,13,0,1,13,0,1,0,1
"KATARZYNA",0,27,0,1,27,0,1,0,1
"KERRIE",0,18,0,1,18,0,1,0,1
"KIMBERLEE",0,25,0,1,25,0,1,0,1
"KYM",1,22,.0434783,.9565217,23,0,1,0,1
"LAVERNE",0,33,0,1,33,0,1,0,1
"LISAMARIE",0,21,0,1,21,0,1,0,1
"MARYLOU",0,27,0,1,27,0,1,0,1
"MONTE",26,1,.962963,.037037,27,1,0,1,0
"NADEGE",0,23,0,1,23,0,1,0,1
"OTIS",29,0,1,0,29,1,0,1,0
"PIETRO",29,0,1,0,29,1,0,1,0
"RAISA",0,25,0,1,25,0,1,0,1
"RAMY",25,1,.9615384,.0384615,26,1,0,1,0
"RANI",3,20,.1304348,.8695652,23,0,1,0,0
"RONDA",0,25,0,1,25,0,1,0,1
"RONEN",23,0,1,0,23,1,0,1,0
"ROSY",0,27,0,1,27,0,1,0,1
"SALINA",0,19,0,1,19,0,1,0,1
"SARIT",0,14,0,1,14,0,1,0,1
"SERDAR",20,0,1,0,20,1,0,1,0
"SHAH",30,2,.9375,.0625,32,1,0,0,0
"SHAYNE",15,8,.6521739,.3478261,23,0,0,0,0
"SIMEON",27,0,1,0,27,1,0,1,0
"SINEAD",0,19,0,1,19,0,1,0,1
"TANIKA",0,29,0,1,29,0,1,0,1
"TANJA",0,26,0,1,26,0,1,0,1
"TAREK",21,0,1,0,21,1,0,1,0
"THEODORA",0,22,0,1,22,0,1,0,1
"TYRA",0,24,0,1,24,0,1,0,1
"VERONIQUE",0,28,0,1,28,0,1,0,1
"WOODY",27,0,1,0,27,1,0,1,0
"ALEKSANDAR",21,0,1,0,21,1,0,1,0
"ALEN",27,0,1,0,27,1,0,1,0
"ALONZO",27,0,1,0,27,1,0,1,0
"AMOS",24,1,.96,.04,25,1,0,1,0
"ANDIE",3,18,.1428571,.8571429,21,0,1,0,0
"ARCHIE",32,0,1,0,32,1,0,1,0
"BENITA",0,24,0,1,24,0,1,0,1
"BUTCH",24,0,1,0,24,1,0,1,0
"CHASTITY",1,19,.05,.95,20,0,1,0,0
"CHIRAG",26,0,1,0,26,1,0,1,0
"DANICA",0,14,0,1,14,0,1,0,1
"DARIEN",19,2,.9047619,.0952381,21,1,0,0,0
"EMELY",0,23,0,1,23,0,1,0,1
"GARFIELD",31,0,1,0,31,1,0,1,0
"GERMAINE",7,24,.2258064,.7741935,31,0,1,0,0
"GIACOMO",24,0,1,0,24,1,0,1,0
"GIORGIO",23,0,1,0,23,1,0,1,0
"KATTY",0,30,0,1,30,0,1,0,1
"KEESHA",0,28,0,1,28,0,1,0,1
"KWESI",25,1,.9615384,.0384615,26,1,0,1,0
"LEEANN",0,17,0,1,17,0,1,0,1
"LYNDON",24,2,.9230769,.0769231,26,1,0,0,0
"MATILDA",0,25,0,1,25,0,1,0,1
"MAXIME",20,0,1,0,20,1,0,1,0
"MILO",23,1,.9583333,.0416667,24,1,0,1,0
"NANCI",0,24,0,1,24,0,1,0,1
"NEEL",17,0,1,0,17,1,0,1,0
"OCTAVIO",24,0,1,0,24,1,0,1,0
"PHOENIX",11,11,.5,.5,22,0,0,0,0
"PRISCILA",0,27,0,1,27,0,1,0,1
"RANIA",0,20,0,1,20,0,1,0,1
"SAMMIE",11,11,.5,.5,22,0,0,0,0
"SHALOM",20,1,.952381,.047619,21,1,0,1,0
"SHIMON",25,1,.9615384,.0384615,26,1,0,1,0
"SHIRIN",0,20,0,1,20,0,1,0,1
"SONAM",12,13,.48,.52,25,0,0,0,0
"TAMER",22,2,.9166667,.0833333,24,1,0,0,0
"VALENCIA",0,21,0,1,21,0,1,0,1
"ZEE",10,4,.7142857,.2857143,14,0,0,0,0
"ADELINE",0,21,0,1,21,0,1,0,1
"ADIL",24,0,1,0,24,1,0,1,0
"AI",2,22,.0833333,.9166667,24,0,1,0,0
"AMR",29,0,1,0,29,1,0,1,0
"ANUJ",26,0,1,0,26,1,0,1,0
"ARELIS",0,24,0,1,24,0,1,0,1
"ARIELA",0,12,0,1,12,0,1,0,1
"AVINASH",24,0,1,0,24,1,0,1,0
"CHANG",19,3,.8636364,.1363636,22,1,0,0,0
"CHRISTEN",1,19,.05,.95,20,0,1,0,0
"DANETTE",0,23,0,1,23,0,1,0,1
"DAYANA",0,21,0,1,21,0,1,0,1
"DIMITRIOS",23,0,1,0,23,1,0,1,0
"DINAH",0,24,0,1,24,0,1,0,1
"ELISHEVA",0,15,0,1,15,0,1,0,1
"ELY",10,9,.5263158,.4736842,19,0,0,0,0
"ESTI",0,16,0,1,16,0,1,0,1
"FILIPPO",25,0,1,0,25,1,0,1,0
"HEIDY",0,24,0,1,24,0,1,0,1
"HIROKO",0,18,0,1,18,0,1,0,1
"IRFAN",19,0,1,0,19,1,0,1,0
"KAREEN",2,21,.0869565,.9130435,23,0,1,0,0
"LATONYA",0,30,0,1,30,0,1,0,1
"LEANNA",0,20,0,1,20,0,1,0,1
"LISBETH",1,25,.0384615,.9615384,26,0,1,0,1
"LORIE",0,22,0,1,22,0,1,0,1
"MAKI",3,19,.1363636,.8636364,22,0,1,0,0
"MANDI",1,19,.05,.95,20,0,1,0,0
"MARCELLE",0,18,0,1,18,0,1,0,1
"MARVA",0,28,0,1,28,0,1,0,1
"NENA",0,23,0,1,23,0,1,0,1
"NIKA",2,19,.0952381,.9047619,21,0,1,0,0
"OMAYRA",0,24,0,1,24,0,1,0,1
"PAYAL",0,15,0,1,15,0,1,0,1
"PHILIPP",20,0,1,0,20,1,0,1,0
"RIVKA",0,19,0,1,19,0,1,0,1
"SABA",5,10,.3333333,.6666667,15,0,0,0,0
"SAI",12,14,.4615385,.5384616,26,0,0,0,0
"SCOT",24,0,1,0,24,1,0,1,0
"SHANELLE",0,26,0,1,26,0,1,0,1
"SHANTA",0,28,0,1,28,0,1,0,1
"SHANTI",2,19,.0952381,.9047619,21,0,1,0,0
"SHERIF",18,1,.9473684,.0526316,19,1,0,0,0
"SKIP",23,0,1,0,23,1,0,1,0
"SO",10,17,.3703704,.6296296,27,0,0,0,0
"SYLVESTER",28,1,.9655172,.0344828,29,1,0,1,0
"TZVI",14,0,1,0,14,1,0,1,0
"VITALIY",23,0,1,0,23,1,0,1,0
"YOEL",25,0,1,0,25,1,0,1,0
"YURY",20,3,.8695652,.1304348,23,1,0,0,0
"ZEYNEP",0,21,0,1,21,0,1,0,1
"ABI",8,14,.3636364,.6363636,22,0,0,0,0
"ABIE",19,2,.9047619,.0952381,21,1,0,0,0
"ADELA",1,18,.0526316,.9473684,19,0,1,0,0
"ALTON",25,0,1,0,25,1,0,1,0
"ANIBAL",29,0,1,0,29,1,0,1,0
"ANISHA",0,19,0,1,19,0,1,0,1
"ASAF",17,0,1,0,17,1,0,1,0
"BELLE",0,21,0,1,21,0,1,0,1
"BENJI",18,0,1,0,18,1,0,1,0
"BEVERLEY",0,27,0,1,27,0,1,0,1
"BRENNAN",20,2,.9090909,.0909091,22,1,0,0,0
"BROCK",24,1,.96,.04,25,1,0,1,0
"CECE",0,22,0,1,22,0,1,0,1
"CHAO",20,7,.7407407,.2592593,27,0,0,0,0
"CHRISTOPH",28,0,1,0,28,1,0,1,0
"CHRYSTAL",0,21,0,1,21,0,1,0,1
"CHUN",16,5,.7619048,.2380952,21,1,0,0,0
"DAREN",21,0,1,0,21,1,0,1,0
"DOV",19,0,1,0,19,1,0,1,0
"ENZO",26,0,1,0,26,1,0,1,0
"FRANCISCA",0,21,0,1,21,0,1,0,1
"IRVIN",22,0,1,0,22,1,0,1,0
"JAHAIRA",0,24,0,1,24,0,1,0,1
"JOSEF",19,0,1,0,19,1,0,1,0
"KA",13,11,.5416667,.4583333,24,0,0,0,0
"KAM",14,5,.7368421,.2631579,19,0,0,0,0
"KARLENE",0,21,0,1,21,0,1,0,1
"LENORA",0,21,0,1,21,0,1,0,1
"LEONOR",0,24,0,1,24,0,1,0,1
"MAHESH",26,0,1,0,26,1,0,1,0
"MAMADOU",32,0,1,0,32,1,0,1,0
"MANU",17,3,.85,.15,20,1,0,0,0
"MARIETTA",0,31,0,1,31,0,1,0,1
"MARIJA",0,17,0,1,17,0,1,0,1
"MIKAEL",22,1,.9565217,.0434783,23,1,0,1,0
"MOHIT",27,0,1,0,27,1,0,1,0
"NAOKO",0,19,0,1,19,0,1,0,1
"NECHAMA",0,17,0,1,17,0,1,0,1
"OZZIE",22,0,1,0,22,1,0,1,0
"PERCY",22,1,.9565217,.0434783,23,1,0,1,0
"RICKI",3,21,.125,.875,24,0,1,0,0
"ROCK",16,9,.64,.36,25,0,0,0,0
"SERKAN",28,0,1,0,28,1,0,1,0
"SHEETAL",0,20,0,1,20,0,1,0,1
"SHIN",17,9,.6538461,.3461539,26,0,0,0,0
"SINDY",0,19,0,1,19,0,1,0,1
"SUZANNA",0,18,0,1,18,0,1,0,1
"SVEN",23,0,1,0,23,1,0,1,0
"VALENTINE",15,9,.625,.375,24,0,0,0,0
"VIKTORIYA",0,17,0,1,17,0,1,0,1
"VIOLA",0,25,0,1,25,0,1,0,1
"YEVGENIY",21,0,1,0,21,1,0,1,0
"YIN",4,17,.1904762,.8095238,21,0,1,0,0
"ADDIE",1,16,.0588235,.9411765,17,0,1,0,0
"AKSHAY",21,0,1,0,21,1,0,1,0
"ALE",11,11,.5,.5,22,0,0,0,0
"ASHRAF",23,2,.92,.08,25,1,0,0,0
"BERTHA",0,26,0,1,26,0,1,0,1
"CHEF",18,10,.6428571,.3571429,28,0,0,0,0
"DMITRI",15,0,1,0,15,1,0,1,0
"EDOUARD",26,0,1,0,26,1,0,1,0
"ELINOR",0,19,0,1,19,0,1,0,1
"ELTON",20,0,1,0,20,1,0,1,0
"EVANS",27,2,.9310345,.0689655,29,1,0,0,0
"FORREST",19,0,1,0,19,1,0,1,0
"FREDRICK",30,0,1,0,30,1,0,1,0
"FREDY",24,0,1,0,24,1,0,1,0
"GILDA",0,22,0,1,22,0,1,0,1
"HAO",21,2,.9130435,.0869565,23,1,0,0,0
"IZABELA",0,17,0,1,17,0,1,0,1
"JANAE",0,21,0,1,21,0,1,0,1
"JANNETTE",0,23,0,1,23,0,1,0,1
"JUDAH",14,4,.7777778,.2222222,18,1,0,0,0
"KERRY-ANN",0,26,0,1,26,0,1,0,1
"KEVON",22,1,.9565217,.0434783,23,1,0,1,0
"LEONEL",26,0,1,0,26,1,0,1,0
"LEONID",23,0,1,0,23,1,0,1,0
"LIMOR",0,18,0,1,18,0,1,0,1
"MAGNUS",23,2,.92,.08,25,1,0,0,0
"MARINÃ‰",1,19,.05,.95,20,0,1,0,0
"MARLEY",15,11,.5769231,.4230769,26,0,0,0,0
"MATTHIEU",17,0,1,0,17,1,0,1,0
"MERT",22,0,1,0,22,1,0,1,0
"NORBERT",22,0,1,0,22,1,0,1,0
"RADHIKA",1,21,.0454545,.9545454,22,0,1,0,1
"RIVKY",0,19,0,1,19,0,1,0,1
"SAAD",16,0,1,0,16,1,0,1,0
"SONALI",0,16,0,1,16,0,1,0,1
"SPIRO",25,0,1,0,25,1,0,1,0
"SWATI",0,20,0,1,20,0,1,0,1
"TYESHA",0,24,0,1,24,0,1,0,1
"UMAR",20,0,1,0,20,1,0,1,0
"VERNA",0,22,0,1,22,0,1,0,1
"VINCENZA",0,27,0,1,27,0,1,0,1
"VITALY",20,0,1,0,20,1,0,1,0
"YOAV",12,1,.9230769,.0769231,13,1,0,0,0
"YUKA",0,20,0,1,20,0,1,0,1
"ZHANNA",0,19,0,1,19,0,1,0,1
"AKILAH",0,21,0,1,21,0,1,0,1
"AKIRA",18,8,.6923077,.3076923,26,0,0,0,0
"ANDERS",20,0,1,0,20,1,0,1,0
"ANNABEL",0,12,0,1,12,0,1,0,1
"ASHWIN",17,0,1,0,17,1,0,1,0
"BARBRA",0,23,0,1,23,0,1,0,1
"BENSON",21,0,1,0,21,1,0,1,0
"BRI",1,12,.0769231,.9230769,13,0,1,0,0
"BRIE",0,11,0,1,11,0,1,0,1
"CASANDRA",0,13,0,1,13,0,1,0,1
"CORNELIUS",22,1,.9565217,.0434783,23,1,0,1,0
"CRISTIN",1,15,.0625,.9375,16,0,1,0,0
"DELANO",23,0,1,0,23,1,0,1,0
"DESI",11,12,.4782609,.5217391,23,0,0,0,0
"ERVIN",27,0,1,0,27,1,0,1,0
"FARHANA",1,16,.0588235,.9411765,17,0,1,0,0
"GUIDO",22,0,1,0,22,1,0,1,0
"GÃ–KHAN",18,0,1,0,18,1,0,1,0
"HARPREET",17,8,.68,.32,25,0,0,0,0
"KATHARINA",0,20,0,1,20,0,1,0,1
"KEENAN",23,0,1,0,23,1,0,1,0
"KOSTAS",19,0,1,0,19,1,0,1,0
"LIZZETTE",0,25,0,1,25,0,1,0,1
"LONG",17,2,.8947368,.1052632,19,1,0,0,0
"MANDEEP",18,5,.7826087,.2173913,23,1,0,0,0
"MÃÅ",6,19,.24,.76,25,0,1,0,0
"NIKOLAI",14,0,1,0,14,1,0,1,0
"NITA",0,20,0,1,20,0,1,0,1
"PING",8,17,.32,.68,25,0,0,0,0
"QI",15,9,.625,.375,24,0,0,0,0
"RAN",14,5,.7368421,.2631579,19,0,0,0,0
"RASHAWN",25,2,.9259259,.0740741,27,1,0,0,0
"ROGELIO",23,0,1,0,23,1,0,1,0
"ROYCE",18,7,.72,.28,25,0,0,0,0
"SAFIYA",0,19,0,1,19,0,1,0,1
"SAIF",16,0,1,0,16,1,0,1,0
"SALMA",1,26,.037037,.962963,27,0,1,0,1
"SHANEQUA",0,21,0,1,21,0,1,0,1
"SHLOMI",22,0,1,0,22,1,0,1,0
"SHRUTI",0,22,0,1,22,0,1,0,1
"VICENTE",22,0,1,0,22,1,0,1,0
"VIVIENNE",0,20,0,1,20,0,1,0,1
"ZULMA",0,22,0,1,22,0,1,0,1
"ABBAS",15,0,1,0,15,1,0,1,0
"ABENA",0,24,0,1,24,0,1,0,1
"ADITI",1,15,.0625,.9375,16,0,1,0,0
"ALIDA",0,21,0,1,21,0,1,0,1
"ANT",16,0,1,0,16,1,0,1,0
"ARACELIS",0,20,0,1,20,0,1,0,1
"ARMAND",24,0,1,0,24,1,0,1,0
"ASMA",0,18,0,1,18,0,1,0,1
"AUGUST",16,1,.9411765,.0588235,17,1,0,0,0
"BLAINE",18,5,.7826087,.2173913,23,1,0,0,0
"CARIN",0,18,0,1,18,0,1,0,1
"CINDI",0,22,0,1,22,0,1,0,1
"CORINNA",0,18,0,1,18,0,1,0,1
"CORRIE",3,14,.1764706,.8235294,17,0,1,0,0
"DEANNE",0,23,0,1,23,0,1,0,1
"DIANDRA",0,17,0,1,17,0,1,0,1
"DOC",23,3,.8846154,.1153846,26,1,0,0,0
"DOMENIC",27,0,1,0,27,1,0,1,0
"DONA",2,19,.0952381,.9047619,21,0,1,0,0
"DOVID",19,0,1,0,19,1,0,1,0
"EMILE",21,0,1,0,21,1,0,1,0
"EMMETT",18,0,1,0,18,1,0,1,0
"EVERTON",29,0,1,0,29,1,0,1,0
"EVETTE",0,22,0,1,22,0,1,0,1
"FABIENNE",0,15,0,1,15,0,1,0,1
"FEMI",12,6,.6666667,.3333333,18,0,0,0,0
"FILIP",18,0,1,0,18,1,0,1,0
"FREDA",0,19,0,1,19,0,1,0,1
"GENNA",0,15,0,1,15,0,1,0,1
"GIAN",19,1,.95,.05,20,1,0,0,0
"HARI",21,1,.9545454,.0454545,22,1,0,1,0
"HARLAN",15,0,1,0,15,1,0,1,0
"JAZZY",10,12,.4545455,.5454546,22,0,0,0,0
"KACEY",1,17,.0555556,.9444444,18,0,1,0,0
"KAMILA",0,20,0,1,20,0,1,0,1
"KATJA",0,18,0,1,18,0,1,0,1
"KEI",12,4,.75,.25,16,0,0,0,0
"KIRSTIN",0,16,0,1,16,0,1,0,1
"KSENIA",0,16,0,1,16,0,1,0,1
"LATANYA",0,24,0,1,24,0,1,0,1
"LENNOX",26,0,1,0,26,1,0,1,0
"LINETTE",0,22,0,1,22,0,1,0,1
"LISANDRA",0,25,0,1,25,0,1,0,1
"LUC",12,2,.8571429,.1428571,14,1,0,0,0
"MANOJ",22,0,1,0,22,1,0,1,0
"MAVIS",0,23,0,1,23,0,1,0,1
"MEERA",0,23,0,1,23,0,1,0,1
"MUSA",23,3,.8846154,.1153846,26,1,0,0,0
"MYA",0,20,0,1,20,0,1,0,1
"MYRON",22,0,1,0,22,1,0,1,0
"NADJA",0,13,0,1,13,0,1,0,1
"NIKOS",17,0,1,0,17,1,0,1,0
"PATSY",4,21,.16,.84,25,0,1,0,0
"PRETTY",5,18,.2173913,.7826087,23,0,1,0,0
"RAJEEV",22,0,1,0,22,1,0,1,0
"RHIANNON",0,14,0,1,14,0,1,0,1
"RITU",0,15,0,1,15,0,1,0,1
"ROE",2,17,.1052632,.8947368,19,0,1,0,0
"ROSSANA",0,21,0,1,21,0,1,0,1
"ROXANNA",0,23,0,1,23,0,1,0,1
"SANTO",23,0,1,0,23,1,0,1,0
"SARAI",0,20,0,1,20,0,1,0,1
"SELENE",0,18,0,1,18,0,1,0,1
"SUKI",1,20,.047619,.952381,21,0,1,0,1
"SUZANA",0,26,0,1,26,0,1,0,1
"TASHI",14,10,.5833333,.4166667,24,0,0,0,0
"WALESKA",0,21,0,1,21,0,1,0,1
"YARITZA",0,14,0,1,14,0,1,0,1
"YUKIKO",0,21,0,1,21,0,1,0,1
"ALEKS",17,3,.85,.15,20,1,0,0,0
"AMAL",6,13,.3157895,.6842105,19,0,0,0,0
"ANGUS",16,0,1,0,16,1,0,1,0
"ANISA",0,18,0,1,18,0,1,0,1
"ANWAR",21,0,1,0,21,1,0,1,0
"BELKIS",0,27,0,1,27,0,1,0,1
"BESS",0,12,0,1,12,0,1,0,1
"CHANCE",24,5,.8275862,.1724138,29,1,0,0,0
"CHENG",18,5,.7826087,.2173913,23,1,0,0,0
"CHRISTIN",1,13,.0714286,.9285714,14,0,1,0,0
"DARIAN",11,4,.7333333,.2666667,15,0,0,0,0
"DEMETRIOS",13,0,1,0,13,1,0,1,0
"DINESH",29,0,1,0,29,1,0,1,0
"EBONI",0,18,0,1,18,0,1,0,1
"ENZA",0,19,0,1,19,0,1,0,1
"FLO",5,16,.2380952,.7619048,21,0,1,0,0
"GAETANO",26,0,1,0,26,1,0,1,0
"GAUTAM",21,0,1,0,21,1,0,1,0
"GUADALUPE",5,13,.2777778,.7222222,18,0,0,0,0
"HABIB",19,0,1,0,19,1,0,1,0
"HAKEEM",29,0,1,0,29,1,0,1,0
"HOLLIS",6,7,.4615385,.5384616,13,0,0,0,0
"JENINE",0,13,0,1,13,0,1,0,1
"JESSIKA",0,17,0,1,17,0,1,0,1
"JOHANNY",3,21,.125,.875,24,0,1,0,0
"KENAN",24,0,1,0,24,1,0,1,0
"LEIGHTON",19,4,.8260869,.173913,23,1,0,0,0
"LEVAR",24,0,1,0,24,1,0,1,0
"LIANE",0,19,0,1,19,0,1,0,1
"LYNDSAY",0,12,0,1,12,0,1,0,1
"MADHU",9,7,.5625,.4375,16,0,0,0,0
"MAHA",1,14,.0666667,.9333333,15,0,1,0,0
"MALA",2,19,.0952381,.9047619,21,0,1,0,0
"MALKA",0,13,0,1,13,0,1,0,1
"MARGAUX",0,15,0,1,15,0,1,0,1
"MARINO",23,1,.9583333,.0416667,24,1,0,1,0
"MARLO",4,15,.2105263,.7894737,19,0,1,0,0
"MECCA",4,19,.173913,.8260869,23,0,1,0,0
"MONTY",16,0,1,0,16,1,0,1,0
"MUHAMMED",22,0,1,0,22,1,0,1,0
"NADIRA",0,23,0,1,23,0,1,0,1
"NIALL",18,0,1,0,18,1,0,1,0
"PATTIE",0,23,0,1,23,0,1,0,1
"PINKY",4,18,.1818182,.8181818,22,0,1,0,0
"PUJA",0,13,0,1,13,0,1,0,1
"RICKEY",18,0,1,0,18,1,0,1,0
"RO",10,11,.4761905,.5238096,21,0,0,0,0
"SANDRINE",1,16,.0588235,.9411765,17,0,1,0,0
"SASKIA",0,17,0,1,17,0,1,0,1
"SHEREEN",1,18,.0526316,.9473684,19,0,1,0,0
"SINCERE",24,3,.8888889,.1111111,27,1,0,0,0
"SONG",11,6,.6470588,.3529412,17,0,0,0,0
"TUCKER",17,0,1,0,17,1,0,1,0
"URBAN",9,9,.5,.5,18,0,0,0,0
"VANCE",28,0,1,0,28,1,0,1,0
"VON",18,6,.75,.25,24,0,0,0,0
"WALT",19,0,1,0,19,1,0,1,0
"WARD",15,2,.8823529,.1176471,17,1,0,0,0
"WELLINGTON",28,1,.9655172,.0344828,29,1,0,1,0
"WU",20,4,.8333333,.1666667,24,1,0,0,0
"XENIA",0,24,0,1,24,0,1,0,1
"YENNY",0,22,0,1,22,0,1,0,1
"YOON",4,12,.25,.75,16,0,0,0,0
"ARNIE",26,1,.962963,.037037,27,1,0,1,0
"ATUL",23,0,1,0,23,1,0,1,0
"AYSHA",0,16,0,1,16,0,1,0,1
"BARIS",21,0,1,0,21,1,0,1,0
"BARRETT",19,3,.8636364,.1363636,22,1,0,0,0
"BOGDAN",17,0,1,0,17,1,0,1,0
"BRYN",4,6,.4,.6,10,0,0,0,0
"BURT",28,0,1,0,28,1,0,1,0
"CASSIDY",4,13,.2352941,.7647059,17,0,1,0,0
"CHINA",1,23,.0416667,.9583333,24,0,1,0,1
"DEMI",0,15,0,1,15,0,1,0,1
"DENICE",1,25,.0384615,.9615384,26,0,1,0,1
"DENZEL",24,1,.96,.04,25,1,0,1,0
"EMMANUELLE",2,16,.1111111,.8888889,18,0,1,0,0
"FABRICE",15,0,1,0,15,1,0,1,0
"FENG",14,7,.6666667,.3333333,21,0,0,0,0
"FRANKY",25,0,1,0,25,1,0,1,0
"GABRIELE",11,8,.5789474,.4210526,19,0,0,0,0
"GIANLUCA",18,0,1,0,18,1,0,1,0
"GILA",0,14,0,1,14,0,1,0,1
"HUSSEIN",21,0,1,0,21,1,0,1,0
"IESHA",0,22,0,1,22,0,1,0,1
"INESSA",0,18,0,1,18,0,1,0,1
"ISHMAEL",24,1,.96,.04,25,1,0,1,0
"JAZZ",11,7,.6111111,.3888889,18,0,0,0,0
"JIMMIE",17,1,.9444444,.0555556,18,1,0,0,0
"JINA",0,19,0,1,19,0,1,0,1
"KATHI",0,21,0,1,21,0,1,0,1
"KAYE",0,21,0,1,21,0,1,0,1
"KYOKO",0,16,0,1,16,0,1,0,1
"LANDON",16,1,.9411765,.0588235,17,1,0,0,0
"LAURE",0,16,0,1,16,0,1,0,1
"LEONORA",0,20,0,1,20,0,1,0,1
"LETTY",0,23,0,1,23,0,1,0,1
"LIZZ",0,16,0,1,16,0,1,0,1
"LONDON",11,9,.55,.45,20,0,0,0,0
"LORAINE",0,19,0,1,19,0,1,0,1
"MARIKA",0,14,0,1,14,0,1,0,1
"MARLYN",0,20,0,1,20,0,1,0,1
"MERRILL",8,11,.4210526,.5789474,19,0,0,0,0
"NADER",17,0,1,0,17,1,0,1,0
"NASIR",20,0,1,0,20,1,0,1,0
"NATAN",15,0,1,0,15,1,0,1,0
"NICOLLE",0,17,0,1,17,0,1,0,1
"NIDHI",0,19,0,1,19,0,1,0,1
"NIDIA",0,23,0,1,23,0,1,0,1
"ODETTE",0,22,0,1,22,0,1,0,1
"PAPA",22,2,.9166667,.0833333,24,1,0,0,0
"RAMEL",24,0,1,0,24,1,0,1,0
"RIMA",0,18,0,1,18,0,1,0,1
"SANFORD",23,1,.9583333,.0416667,24,1,0,1,0
"SHAMEL",25,2,.9259259,.0740741,27,1,0,0,0
"SHAVONNE",0,24,0,1,24,0,1,0,1
"STANISLAV",19,1,.95,.05,20,1,0,0,0
"SUNSHINE",3,19,.1363636,.8636364,22,0,1,0,0
"SYEDA",0,14,0,1,14,0,1,0,1
"TAWANNA",0,22,0,1,22,0,1,0,1
"ULISES",24,0,1,0,24,1,0,1,0
"VALARIE",0,20,0,1,20,0,1,0,1
"WYATT",17,0,1,0,17,1,0,1,0
