author,firstname,gender
"JOSE-VICTOR RIOS-RULL","JOS","Male"
"DMITRIY STOLYAROV","DMITRIY","Male"
"ENNIO STACCHETTI","ENNIO","Male"
"ANTONIA DIAZ","ANTONIA","Female"
"MARIA LUENGO-PRADO","MARIA","Female"
"ERICH BATTISTIN","ERICH","Male"
"MAURIZIO MAZZOCCO","MAURIZIO","Male"
"MARJORIE FLAVIN","MARJORIE","Female"
"BRUCE PRESTON","BRUCE","Male"
"JONATHAN A. PARKER","JONATHAN","Male"
"JOSEP PIJOAN-MAS","JOSEP","Male"
"MARTIN SOMMER","MARTIN","Male"
"CHRISTOPHER CARROLL","CHRISTOPHER","Male"
"MARTIN FLODEN","MARTIN","Male"
"DAVID DOMEIJ","DAVID","Male"
"COSTAS MEGHIR","COSTAS","Male"
"HAMISCH LOW","HAMISCH","Male"
"CHIARA MONFARDINI","CHIARA","Female"
"TOM DAVIDOFF","TOM","Male"
"JEFFREY BROWN","JEFFREY","Male"
"MICHAEL OWYANG","MICHAEL","Male"
"LEORA FRIEDBERG","LEORA","Female"
"COURTNEY COILE","COURTNEY","Female"
"RONALD LEE","RONALD","Male"
"JULIE ZISSIMOPOULOS","JULIE","Female"
"CONSTANTIJN PANIS","CONSTANTIJN","Male"
"BRIGITTE MADRIAN","BRIGITTE","Female"
"JAMES CHOI","JAMES","Male"
"GABOR KEZDI","GABOR","Male"
"ROBERT WILLIS","ROBERT","Male"
"MING HUANG","MING","Male"
"MARK WESTERFIELD","MARK","Male"
"GEERT BEKAERT","GEERT","Male"
"MONIKA PIAZZESI","MONIKA","Female"
"KENT DANIEL","KENT","Male"
"ROBERT WHITELAW","ROBERT","Male"
"YUQING SHEN","YUQING","Male"
"ZHENYU WANG","ZHENYU","Male"
"ROBERT STAMBAUGH","ROBERT","Male"
"JUN LIU","JUN","Male"
"JUN PAN","JUN","Female"
"TAN WANG","TAN","Male"
"LASSE PEDERSEN","LASSE","Male"
"LUIS VICEIRA","LUIS","Male"
"VIRAL ACHARYA","VIRAL","Male"
"NICHOLAS BARBERIS","NICHOLAS","Male"
"JEFFREY WURGLER","JEFFREY","Male"
"BERNARD DUMAS","BERNARD","Male"
"LARRY EPSTEIN","LARRY","Male"
"NICHOLAS POLSON","NICHOLAS","Male"
"MICHAEL JOHANNES","MICHAEL","Male"
"JON STROUD","JON","Male"
"MICHAEL BRANDT","MICHAEL","Male"
"WALLACE E. HUFFMAN","WALLACE","Male"
"J. JOSEPH BEAULIEU","JOSEPH","Male"
"ERIC BARTELSMAN","ERIC","Male"
"B. K. ATROSTIC","ATROSTI","Unknown"
"SAN V. NGUYEN","SAN","Male"
"TED MIGUEL","TED","Male"
"MEGAN MACGARVIE","MEGAN","Female"
"ARTHUR KENNICKELL","ARTHUR","Male"
"LINDA WONG","LINDA","Female"
"REBECCA HENDERSON","REBECCA","Female"
"JEFFREY FURMAN","JEFFREY","Male"
"MARGARET KYLE","MARGARET","Female"
"IAIN COCKBURN","IAIN","Male"
"MICHAEL R. DARBY","MICHAEL","Male"
"LYNNE ZUCKER","LYNNE","Female"
"MICK SILVER","MICK","Male"
"SAEED HERAVI","SAEED","Male"
"GREG STRANGER","GREG","Male"
"JOHN S. GREENLEES","JOHN","Male"
"MICHAEL GORT","MICHAEL","Male"
"SEONG-HOON LEE","SEON","Male"
"ALICE NAKAMURA","ALICE","Female"
"MASAO NAKAMURA","MASAO","Male"
"TAKANOBU NAKAJIMA","TAKANOBU","Male"
"STEPHEN R. YEAPLE","STEPHEN","Male"
"FRANK R. LICHTENBERG","FRANK","Male"
"DAMON CLARK","DAMON","Male"
"MICHAEL GESKE","MICHAEL","Male"
"VALERIE A. RAMEY","VALERIE","Female"
"ANA AIZCORBE","ANA","Female"
"MICHAEL GALLMEYER","MICHAEL","Male"
"JULIO ROTEMBERG","JULIO","Male"
"MARK RITSON","MARK","Male"
"MARK ZBARACKI","MARK","Male"
"STEVEN DAVIS","STEVEN","Male"
"FELIX KUBLER","FELIX","Male"
"PAUL WILLEN","PAUL","Male"
"JAMES DOW","JAMES","Male"
"GARY GORTON","GARY","Male"
"JOE HAUBRICH","JOE","Male"
"CHRISTIAN ZIMMERMAN","CHRISTIAN","Male"
"MARTIN BERKA","MARTIN","Male"
"FABIO PANETTA","FABIO","Male"
"DANIELE TERLIZZESE","DANIELE","Male"
"ANIL KASHYAP","ANIL","Male"
"CHARLIE HIMMELBEG","CHARLIE","Male"
"ERAN YASHIV","ERAN","Male"
"MONIKA MERZ","MONIKA","Female"
"ANNETTE VISSING-JORGENSON","ANNETTE","Female"
"FRANCISCO GOMES","FRANCISCO","Male"
"MAKOTO SAITO","MAKOTO","Male"
"SHIGENORI SHIRATSUKA","SHIGENORI","Male"
"TSUTOMU WATANABE","TSUTOMU","Male"
"NORIYUKI YANAGAWA","NORIYUKI","Male"
"PAOLA ROTA","PAOLA","Female"
"MARZIO GALEOTTI","MARZIO","Male"
"ALESSANDRA DEL BOCA","ALESSANDRA","Female"
"ROBERT CHIRINKO","ROBERT","Male"
"RUI CASTRO","RUI","Male"
"GIAN LUCA CLEMENTI","GIAN","Male"
"GLENN MACDONALD","GLENN","Male"
"HANNO LUSTIG","HANNO","Male"
"PHILIP BOND","PHILIP","Male"
"STACY DICKERT-CONLIN","STACY","Female"
"ERIC EDMONDS","ERIC","Male"
"DOUGLAS ALMOND","DOUGLAS","Male"
"RALPH CHAMI","RALPH","Male"
"GREGORY HESS","GREGORY","Male"
"WILLIAM HARBAUGH","WILLIAM","Male"
"KATE KRAUSE","KATE","Female"
"STEVEN LIDAY","STEVEN","Male"
"HOYT BLEAKLEY","HOYT","Male"
"AIMEE CHIN","AIMEE","Female"
"PHILIP OREOPOULOS","PHILIP","Male"
"PAUL GERTLER","PAUL","Male"
"ATIF MIAN","ATIF","Male"
"RAFAEL LAPORTA","RAFAEL","Male"
"BELEN VILLALONGA","BELEN","Female"
"KEVIN J. MURPHY","KEVIN","Male"
"DANIEL WOLFENZOHN","DANIEL","Male"
"JOSEPH WEBER","JOSEPH","Male"
"ANNE BEATTY","ANNE","Female"
"PAUL ASQUITH","PAUL","Male"
"DIRK JENTER","DIRK","Male"
"ERIK STAFFORD","ERIK","Male"
"MARK MITCHELL","MARK","Male"
"TODD PULVINO","TODD","Male"
"AUGUSTIN LANDIER","AUGUSTIN","Male"
"WILLIAM M. GENTRY","WILLIAM","Male"
"CHRISTOPHER J. MAYER","CHRISTOPHER","Male"
"OLIVER HART","OLIVER","Male"
"ARTURO BRIS","ARTURO","Male"
"MALCOLM BAKER","MALCOLM","Male"
"MATTIAS NILSSON","MATTIAS","Male"
"YRJO KROSKINEN","YRJO","Male"
"WILLIAM NOVACK","WILLIAM","Male"
"KARA NORLIN","KARA","Female"
"CASEY MULLIGAN","CASEY","Male"
"JOSEPH DAVIS","JOSEPH","Male"
"KRIS MITCHENER","KRIS","Male"
"TIM GUINNANE","TIM","Male"
"SARAH REBER","SARAH","Female"
"KENNETH SOKOLOFF","KENNETH","Male"
"MICHAEL BORDO","MICHAEL","Male"
"ANGELA REDISH","ANGELA","Female"
"RICHARD STECKEL","RICHARD","Male"
"JEAN-LAURENT ROSENTHAL","JEA","Male"
"NAOMI LAMOREAUX","NAOMI","Female"
"ELIZABETH BRAINERD","ELIZABETH","Female"
"MARK SIEGLER","MARK","Male"
"CHARLES CALOMIRIS","CHARLES","Male"
"CARLOS RAMIREZ","CARLOS","Male"
"J. DAVID HACKER","DAVID","Male"
"MICHAEL HAINES","MICHAEL","Male"
"DARON ACEMOGLU,","DARON","Male"
"JEFFREY JENKINS","JEFFREY","Male"
"THOMAS WEISS","THOMAS","Male"
"JOSHUA ROSENBLOOM","JOSHUA","Male"
"PETER MANCALL","PETER","Male"
"DOUG IRWIN","DOUG","Male"
"CHRISTINA ROMER","CHRISTINA","Female"
"CHANG-TAI HSEIH","CHAN","Male"
"NEVILLE FRANCIS","NEVILLE","Male"
"VALERIE RAMEY","VALERIE","Female"
"HARALD UHLIG","HARALD","Male"
"SERGIO REBELO","SERGIO","Male"
"ARIEL BURSTEIN","ARIEL","Male"
"ALAN STOCKMAN","ALAN","Male"
"ROBERT HALL","ROBERT","Male"
"J. DAVID LÓPEZ-SALIDO","DAVID","Male"
"ELLEN MCGRATTAN","ELLEN","Female"
"MOHAMAD HAMMOUR","MOHAMAD","Male"
"FRANKLIN ALLEN","FRANKLIN","Male"
"DANNY QUAH","DANNY","Male"
"SHARUN MUKAND","SHARUN","Male"
"RICHARD ROGERSON","RICHARD","Male"
"STEPHEN PARENTE","STEPHEN","Male"
"DOUGLAS GOLLIN","DOUGLAS","Male"
"FRANCISCO ALCALA","FRANCISCO","Male"
"ANTONIO CICCONE","ANTONIO","Male"
"DOUGLAS SHACKELFORD","DOUGLAS","Male"
"ANDREW SAMWICK","ANDREW","Male"
"ROSEANNE ALTSCHULER","ROSEANNE","Female"
"JAMES HINES","JAMES","Male"
"GENE AMROMIN","GENE","Male"
"JEFFREY LIEBMAN","JEFFREY","Male"
"JOEL SLEMROD","JOEL","Male"
"NORA GORDEN","NORA","Female"
"JULIE CULLEN","JULIE","Female"
"KEVIN LANG","KEVIN","Male"
"JOSHUA ANGRIST","JOSHUA","Male"
"VICTOR LAVY","VICTOR","Male"
"ERIC BETTINGER","ERIC","Male"
"SUSANNA LOEB","SUSANNA","Female"
"BRIAN COPELAND","BRIAN","Male"
"SHANTI GAMPER RABINDRAN","SHANTI","Female"
"ANN WOLVERTON","ANN","Female"
"JIN-TAN LIU","JI","Male"
"NATHANIEL O. KEOHANE","NATHANIEL","Male"
"BILLY PIZER","BILLY","Male"
"PAUL JOSKOW","PAUL","Male"
"JAMES SANCHIRICO","JAMES","Male"
"MATTHEW J. KOTCHEN","MATTHEW","Male"
"ANTONIO RANGEL","ANTONIO","Male"
"IAN W. H. PARRY","IAN","Male"
"KENNETH A. SMALL","KENNETH","Male"
"RICHARD ARNOTT","RICHARD","Male"
"RICHARD CARSON","RICHARD","Male"
"CHRISTOPHER TIMMINS","CHRISTOPHER","Male"
"MAXIMILLIAN AUFFHAMMER","MAXIMILLIAN","Male"
"WOLFRAM SCHLENKER, ANTHONY FISHER","WOLFRAM","Male"
"W. MICHAEL HANEMANN","MICHAEL","Male"
"CHARLES WHITEMAN","CHARLES","Male"
"MOTOTSUGU SHINTANI","MOTOTSUGU","Male"
"MIKHAIL CHERNOV","MIKHAIL","Male"
"A. RONALD GALLANT","RONALD","Male"
"GEORGE TAUCHEN","GEORGE","Male"
"MICHAEL MCCRACKEN","MICHAEL","Male"
"TODD CLARK","TODD","Male"
"FRANCIS DIEBOLD","FRANCIS","Male"
"CANLIN LI","CANLIN","Male"
"LUTZ KILIAN","LUTZ","Male"
"CHRISTOPHER SIMS","CHRISTOPHER","Male"
"TAO ZHA","TAO","Male"
"SCOTT WEINER","SCOTT","Male"
"TIL SCHUERMANN","TIL","Male"
"M. HASHEM PESARAN","HASHEM","Male"
"BARBARA ROSSI","BARBARA","Female"
"LUCREZIA REICHLIN","LUCREZIA","Female"
"DAVINA LING","DAVINA","Female"
"RICHARD FRANK","RICHARD","Male"
"AVI DOR","AVI","Male"
"KATHLEEN CAREY","KATHLEEN","Female"
"ELLEN MEARA","ELLEN","Female"
"BRIGITTE DORMONT","BRIGITTE","Female"
"CARINE MILCENT","CARINE","Female"
"ALISON EVANS CUELLAR","ALISON","Female"
"JONAH GELBACH","JONAH","Male"
"MARIANNE BITLER","MARIANNE","Female"
"HILARY HOYNES","HILARY","Female"
"THOMAS DELEIRE","THOMAS","Male"
"HELEN LEVY","HELEN","Female"
"MIREILLE JACOBSON","MIREILLE","Female"
"JAMIE F. CHRIQUI","JAMIE","Female"
"MICHAEL GROSSMAN","MICHAEL","Male"
"THEODORE JOYCE","THEODORE","Male"
"GREGORY COLMAN","GREGORY","Male"
"JEFF DESIMONE","JEFF","Male"
"SUCHIN VIRABHAK","SUCHIN","Male"
"DAVID ALTIG","DAVID","Male"
"LAWRENCE CHRISTIANO","LAWRENCE","Male"
"MARTIN EICHENBAUM","MARTIN","Male"
"JESPER LINDE","JESPER","Male"
"GAUTI EGGERTSSON","GAUTI","Male"
"HAL COLE","HAL","Male"
"LEE OHANIAN","LEE","Male"
"SHARON HARRISON","SHARON","Female"
"MARK WEDER","MARK","Male"
"VASSOU IOANNIDOU","VASSOU","Male"
"CHUCK CARLSTROM","CHUCK","Male"
"ROBERT KOLLMAN","ROBERT","Male"
"PAUL BEAUDRY","PAUL","Male"
"FRANCK PORTIER","FRANCK","Male"
"BILL DUPOR","BILL","Male"
"THOMAS SARGENT","THOMAS","Male"
"BEN EDEN","BEN","Male"
"MICHELLE ALEXOPOULOS","MICHELLE","Female"
"STEFANIA ALBANESI","STEFANIA","Female"
"JAVIER VALLES","JAVIER","Male"
"GIANLUCA VIOLANTE","GIANLUCA","Male"
"DIETRICH VOLLRATH","DIETRICH","Male"
"BRUCE WEINBERG","BRUCE","Male"
"SVEN RADY","SVEN","Male"
"XAVIER GABAIX","XAVIER","Male"
"LOUISE KEELY","LOUISE","Female"
"THOMAS PHILIPPON","THOMAS","Male"
"RD GLAESER","RD","Male"
"JOSE SCHEINKMAN","JOSE","Male"
"GRAZIELLA BERTOCCHI","GRAZIELLA","Female"
"ROLAND BENABOU","ROLAND","Male"
"JEAN TIROLE","JEAN","Male"
"ANDREA VINDIGNI","ANDREA","Male"
"MIGUEL URQUIOLA","MIGUEL","Male"
"ALI HORTACSU","ALI","Male"
"MARTIN PESENDORFER","MARTIN","Male"
"ESTELLE CANTILLON","ESTELLE","Female"
"CORY CAPPS, DAVID DRANOVE","CORY","Male"
"MARK SATTERTHWAITE","MARK","Male"
"STEVEN BERRY","STEVEN","Male"
"LIXIN YE","LIXIN","Male"
"PATRICK BAJARI","PATRICK","Male"
"PHILIP HAILE","PHILIP","Male"
"SUSANNA ESTEBAN","SUSANNA","Female"
"MATTHEW SHUM","MATTHEW","Male"
"OLEG MELNIKOV","OLEG","Male"
"PETER DAVIS","PETER","Male"
"DARLENE CHISHOLM","DARLENE","Female"
"MICHAEL CHERNEW","MICHAEL","Male"
"ALAN SORENSEN","ALAN","Male"
"GAUTAM GOWRISANKARAN","GAUTAM","Male"
"DENNIS SCANLON","DENNIS","Male"
"BRUCE SHEARER","BRUCE","Male"
"CYRIL MONNET","CYRIL","Male"
"ADAM COPELAND","ADAM","Male"
"DANIEL ACKERBERG","DANIEL","Male"
"SOFIA BERTO VILLAS-BOAS","SOFIA","Female"
"JOHN DE FIGUEIREDO","JOHN","Male"
"BHAVIN SAMPAT","BHAVIN","Male"
"BRIAN SILVERMAN","BRIAN","Male"
"FRANK LICHTENBERG","FRANK","Male"
"MARYANN FELDMAN","MARYANN","Female"
"GIOVANNI PERI","GIOVANNI","Male"
"BRIAN WRIGHT","BRIAN","Male"
"RICHARD LEVIN","RICHARD","Male"
"JONATHAN LEVIN","JONATHAN","Male"
"C.FRITZ FOLEY","FRITZ","Male"
"MIHIR DESAI","MIHIR","Male"
"ROBERT LAWRENCE","ROBERT","Male"
"ALEXANDER GALETOVIC","ALEXANDER","Male"
"GUILLERMO ZAMARRIPA","GUILLERMO","Male"
"ERIK BLOOM","ERIK","Male"
"ELIZABETH KING","ELIZABETH","Female"
"ERNESTO SCHARGRODSKY","ERNESTO","Male"
"SEBASTIAN GALLIANI","SEBASTIAN","Male"
"RICHARD PAYNE","RICHARD","Male"
"PAOLO VITALE","PAOLO","Male"
"MARTIN EVANS","MARTIN","Male"
"TOMAS DVORAK","TOMAS","Male"
"ALESSANDRO PRATI","ALESSANDRO","Male"
"MASSIMO SBRACIA","MASSIMO","Male"
"CHRISTOPH KLINGEN","CHRISTOPH","Male"
"JEROMIN ZETTLEMEYER","JEROMIN","Male"
"BEATRICE WEDER","BEATRICE","Female"
"MICHAEL DOOLEY","MICHAEL","Male"
"NELSON MARK","NELSON","Male"
"CHARLES ENGEL","CHARLES","Male"
"KENNETH WEST","KENNETH","Male"
"TAKATOSHI ITO","TAKATOSHI","Male"
"JEFFREY FRANKEL","JEFFREY","Male"
"GITA GOPINATH","GITA","Female"
"PHILIP LANE","PHILIP","Male"
"LUCA DEDOLA","LUCA","Male"
"PIERPAOLO BENIGNO","PIERPAOLO","Male"
"OLIVIER JEANNE","OLIVIER","Male"
"PIERRE-OLIVIER GOURINCHAS","PIERR","Male"
"ITAY GOLDSTEIN","ITAY","Male"
"ANDREW ROSE","ANDREW","Male"
"HELENE REY","HELENE","Female"
"HARALD HAU","HARALD","Male"
"AMARTYA LAHIRI","AMARTYA","Male"
"KENNETH ROGOFF","KENNETH","Male"
"GIOVANNI MAGGI","GIOVANNI","Male"
"PIERPAOLO BATTIGALLI","PIERPAOLO","Male"
"DAVID PARSLEY","DAVID","Male"
"THOMAS RUTHERFORD","THOMAS","Male"
"JAMES MARKUSEN","JAMES","Male"
"SIMON EVENETT","SIMON","Male"
"ANTHONY VENABLES","ANTHONY","Male"
"STEPHEN YEAPLE","STEPHEN","Male"
"MARCO MAFFEZZOLI","MARCO","Male"
"ALEJANDRO CUÑAT","ALEJANDRO","Male"
"CHAD BOWN","CHAD","Male"
"PUSHAN DUTT","PUSHAN","Male"
"DEVASHISH MITRA","DEVASHISH","Male"
"PHILLIPE AGHION","PHILLIPE","Male"
"ANDREW BERNARD","ANDREW","Male"
"PETER SCHOTT","PETER","Male"
"J. BRADFORD JENSEN","BRADFORD","Male"
"BIN XU","BIN","Male"
"PINELOPI KOUJIANOU GOLDBERG","PINELOPI","Female"
"KEITH HEAD","KEITH","Male"
"JOHN REIS","JOHN","Male"
"BARBARA SPENCER","BARBARA","Female"
"DAVID LYLE","DAVID","Male"
"NORA GORDON","NORA","Female"
"ROBIN BURGESS","ROBIN","Male"
"TIMOTHY BESLEY","TIMOTHY","Male"
"MORRIS KLEINER","MORRIS","Male"
"ILLOONG KWON","ILLOONG","Male"
"JUAN JIMENO","JUAN","Male"
"ADRIANA KUGLER","ADRIANA","Female"
"ELI BERMAN","ELI","Male"
"SUSAN ATHEY","SUSAN","Female"
"GUIDO IMBENS","GUIDO","Male"
"MIKE GIBBS","MIKE","Male"
"EVA MEYERSSON MILGROM","EVA","Female"
"KATHY IERULLI","KATHY","Female"
"ANDREW WARNER","ANDREW","Male"
"KEVIN MCKINNEY","KEVIN","Male"
"KRISTIN SANDUSKY","KRISTIN","Female"
"CLAUDIA GOLDIN","CLAUDIA","Female"
"MARIA SHIM","MARIA","Female"
"MATTHEW J. BUTLER","MATTHEW","Male"
"DAVID S. LEE","DAVID","Male"
"JEREMY ATACK","JEREMY","Male"
"FRED BATEMAN","FRED","Male"
"JENNIFER HUNT","JENNIFER","Female"
"PAUL BINGLEY","PAUL","Male"
"NIELS WESTERGAARD-NIELSEN","NIELS","Male"
"PAUL LENGERMANN","PAUL","Male"
"LARS VILHUBER","LARS","Male"
"JEFFREY GROGGER","JEFFREY","Male"
"JOHN DONOHUE","JOHN","Male"
"CHRISTINE JOLLS","CHRISTINE","Female"
"HOWARD CHANG","HOWARD","Male"
"MICHELLE WHITE","MICHELLE","Female"
"DONALD DEWEES","DONALD","Male"
"LEWIS KORNHAUSER","LEWIS","Male"
"ELIZABETH KLEE","ELIZABETH","Female"
"MARK MCCLELLAN","MARK","Male"
"DAVID BECKER","DAVID","Male"
"DANIEL KESSLER","DANIEL","Male"
"ALLEN FERRELL","ALLEN","Male"
"MARK RAMSEYER","MARK","Male"
"LOUIS KAPLOW","LOUIS","Male"
"STEVEN SHAVELL","STEVEN","Male"
"A. MITCHELL POLINSKY","MITCHELL","Male"
"JASON JOHNSTON","JASON","Male"
"ANDREW DAUGHETY","ANDREW","Male"
"SOUYONG SHI","SOUYONG","Male"
"PHILIPPE AGHION","PHILIPPE","Male"
"SUSAN VROMAN","SUSAN","Female"
"JAMES ALBRECHT","JAMES","Male"
"JOSE GALDON-SANCHEZ","JOSE","Male"
"CESAR ALONSO-BORREGO","CESAR","Male"
"JESUS FERNANDEZ VILLAVERDE","JESUS","Male"
"SUN-BIN KIM","SU","Male"
"YONGSUNG CHANG","YONGSUNG","Male"
"DALE MORTENSEN","DALE","Male"
"PETER RUPERT","PETER","Male"
"ED NOSAL","ED","Male"
"ALESSANDRA FOGLI","ALESSANDRA","Female"
"CLAUDIA OLIVETTI","CLAUDIA","Female"
"MAGNUS HENREKSON","MAGNUS","Male"
"STEVE DAVIS","STEVE","Male"
"GIUSEPPE MOSCARINI","GIUSEPPE","Male"
"BENOIT JULIEN","BENOIT","Male"
"JOHN KENNES","JOHN","Male"
"ADRIAN MASTERS","ADRIAN","Male"
"RYOICHI IMAI","RYOICHI","Male"
"KEN BURDETT","KEN","Male"
"RANDALL WRIGHT","RANDALL","Male"
"FRANK SCHORFHEIDE","FRANK","Male"
"PM RICHARD CLARIDA","PM","Male"
"GLENN RUDEBUSCH","GLENN","Male"
"JON FAUST, ERIC SWANSON","JON","Male"
"JOHN DRISCOLL","JOHN","Male"
"STEINAR HOLDEN","STEINAR","Male"
"JOHN WILLIAMS","JOHN","Male"
"KALIN NIKOLOV","KALIN","Male"
"EDWARD NELSON","EDWARD","Male"
"SEPPO HONKAPOHJA","SEPPO","Male"
"KAUSHIK MITRA","KAUSHIK","Male"
"PETER KLENOW","PETER","Male"
"MARK BILS","MARK","Male"
"LAURENCE MEYER","LAURENCE","Male"
"TOR ERIKSSON","TOR","Male"
"NEILS WESTERGAARD-NIELSEN","NEILS","Male"
"SEBASTIEN PEREZ-DUARTE","SEBASTIEN","Male"
"LUTZ BELLMAN","LUTZ","Male"
"EDWARD LAZEAR","EDWARD","Male"
"KJEL SALVANES","KJEL","Male"
"KATHRYN SHAW","KATHRYN","Female"
"KEVIN MURPHY","KEVIN","Male"
"MARK MELITZ","MARK","Male"
"JOHANNES VAN BIESEBROECK","JOHANNES","Male"
"DONALD DAVIS","DONALD","Male"
"DAVID WEINSTEIN","DAVID","Male"
"CHAD SYVERSON","CHAD","Male"
"AVIV NEVO","AVIV","Male"
"SAM KORTUM","SAM","Male"
"ERIK BRYNJOLFSSON","ERIK","Male"
"LINDA MOELLER","LINDA","Female"
"MARIE C. THURSBY","MARIE","Female"
"SCOTT A. SHANE","SCOTT","Male"
"EMMANUEL DECHENAUX","EMMANUEL","Male"
"JOSHUA LERNER","JOSHUA","Male"
"ELIZABETH KREMP","ELIZABETH","Female"
"HARUMI ITO","HARUMI","Female"
"JEFF FURMAN","JEFF","Male"
"RACHELLE SAMPSON","RACHELLE","Female"
"ZEYNEP HANSEN","ZEYNEP","Female"
"STEFANO BRESCHI","STEFANO","Male"
"MARGHERITA BALCONI","MARGHERITA","Female"
"FRANCESCO LISSONI","FRANCESCO","Male"
"AJAY AGRAWAL","AJAY","Male"
"ANDREW TOOLE","ANDREW","Male"
"WILLIAM WHEATON","WILLIAM","Male"
"SANDRA BLACK","SANDRA","Female"
"ALBERT SAIZ","ALBERT","Male"
"STEVEN D. LEVITT","STEVEN","Male"
"TOBIAS MOSKOWITZ","TOBIAS","Male"
"WILLIAM STRANGE","WILLIAM","Male"
"ANDREW HAUGHWOUT","ANDREW","Male"
"SUMIT AGARWAL","SUMIT","Male"
"SHERIDAN TITMAN","SHERIDAN","Female"
"DAVID I. LAIBSON","DAVID","Male"
"CHRISTIAN HILBER","CHRISTIAN","Male"
"DAVID PATTISON","DAVID","Male"
"THOMAS STEINMEIER","THOMAS","Male"
"ALAN GUSTMAN","ALAN","Male"
"DAVID NEUMARK","DAVID","Male"
"ELIZABETH POWERS","ELIZABETH","Female"
"OLIVIA MITCHELL","OLIVIA","Female"
"MARIE-EVE LACHANCE","MARI","Female"
"M. FATIH GUVENEN","FATIH","Male"
"BRIAN PETERSON","BRIAN","Male"
"BRURCU DUYGAN","BRURCU","Female"
"EVA CARCELES-POVEDA","EVA","Female"
"CLARE KELLY","CLARE","Female"
"LANOT GAUTHIER","LANOT","Male"
"MAGNUS JOHANNESSON","MAGNUS","Male"
"HAMISH LOW","HAMISH","Male"
"VIRGINIA SANCHEZ","VIRGINIA","Female"
"ORAZIO ATTANASIO","ORAZIO","Male"
"RAY REES","RAY","Male"
"PATRICIA APPS","PATRICIA","Female"
"JAY HONG","JAY","Male"
"MATTHIAS SCHUENDELN","MATTHIAS","Male"
"NICHOLA FUCHS","NICHOLA","Female"
"WENDY EDELBERG","WENDY","Female"
"GIOVANNI VIOLANTE","GIOVANNI","Male"
"JONATHAN HEATHCOTE","JONATHAN","Male"
"CHUNLIN LIU","CHUNLIN","Male"
"FILIPPO ALTISSIMO","FILIPPO","Male"
"PAOLO ZAFFARONI","PAOLO","Male"
"STAN PANIS","STAN","Male"
"JOANNA LAHEY","JOANNA","Female"
"JAY BHATTACHARYA","JAY","Male"
"DARIUS LAKDAWALLA","DARIUS","Male"
"HUGO BENITEZ-SILVA","HUGO","Male"
"JOHN RUST","JOHN","Male"
"RICHARD DISNEY","RICHARD","Male"
"SUSANN ROHWEDDER","SUSANN","Female"
"MIKE HURD","MIKE","Male"
"JOSHUA RAUH","JOSHUA","Male"
"STEVEN VENTI","STEVEN","Male"
"URBAN JERMANN","URBAN","Male"
"ROBERT NOVY-MARX","ROBERT","Male"
"BLAKE LEBARON","BLAKE","Male"
"CHRISTIAN JULLIARD","CHRISTIAN","Male"
"MOTOHIRO YOGO","MOTOHIRO","Male"
"ANDREI SIMONOV","ANDREI","Male"
"MASSIMO MASSA","MASSIMO","Male"
"STIJN VAN NIEUWERBURGH","STIJN","Male"
"ANDREW ANG","ANDREW","Male"
"ANTOINETTE SCHOAR","ANTOINETTE","Female"
"STEVE KAPLAN","STEVE","Male"
"JONATHAN LEWELLEN","JONATHAN","Male"
"STEFAN NAGEL","STEFAN","Male"
"JONATHAN EATON","JONATHAN","Male"
"FRANCIS KRAMARZ","FRANCIS","Male"
"GORDON HANSON","GORDON","Male"
"RAYMOND MATALONI","RAYMOND","Male"
"ROBERT LIPSEY","ROBERT","Male"
"MARIA BORGA","MARIA","Female"
"SUSAN FEINBERG","SUSAN","Female"
"CHRISTA BOUWMAN","CHRISTA","Female"
"REFET GURKAYNAK","REFET","Male"
"JULIA THOMAS","JULIA","Female"
"ANDREA CAGGESE","ANDREA","Male"
"HUNTLEY SCHALLER","HUNTLEY","Male"
"SYDNEY LUDVIGSSON","SYDNEY","Female"
"SKANDER VAN DEN HEUVEL","SKANDER","Male"
"JOSEPH PEEK","JOSEPH","Male"
"ERIC ROSENGREN","ERIC","Male"
"ALEXANDER MICHAELIDIS","ALEXANDER","Male"
"GIUSEPPE NICOLETTI","GIUSEPPE","Male"
"SILVIA ARDAGNA","SILVIA","Female"
"ANNETTE VISSING-JORGENSEN","ANNETTE","Female"
"HUGO HOPENHAYN","HUGO","Male"
"HALYNA VERESHCHAGINA","HALYNA","Female"
"MARC RYSMAN","MARC","Male"
"KRISTEN BUTCHER","KRISTEN","Female"
"PATRICIA ANDERSON","PATRICIA","Female"
"PATRICK BAYER","PATRICK","Male"
"CECELIA ROUSE","CECELIA","Female"
"PHILIP OREOPOLOUS","PHILIP","Male"
"EDWARD MIGUEL","EDWARD","Male"
"JEFFREY KLING","JEFFREY","Male"
"CRISTIAN POP-ELECHES","CRISTIAN","Male"
"RAJEEV DEHEJIA","RAJEEV","Male"
"ESLYN JEAN-BAPTISTE","ESLYN","Female"
"JUDITH CHEVALIER","JUDITH","Female"
"MICHAEL RIORDAN","MICHAEL","Male"
"TAKEO HOSHI","TAKEO","Male"
"JIE GAN","JIE","Female"
"FRANCESCA CORNELLI","FRANCESCA","Female"
"ALEXANDER LJUNGQVIST","ALEXANDER","Male"
"WILLIAM WILHELM","WILLIAM","Male"
"FELICIA MARSTON","FELICIA","Female"
"MITCHELL PETERSEN","MITCHELL","Male"
