author,paper_title,author_affiliation,date,time,location,association,session_title,session_jel_code,session_chair,session_chair_affiliation,discussant_1,discussant_1_affiliation,discussant_2,discussant_2_affiliation,discussant_3,discussant_3_affiliation,discussant_4,discussant_4_affiliation,discussant_5,discussant_5_affiliation,author.y,gender,alternative_1,alternative_2,alternative_3,alternative_4,alternative_5,X,X.1,X.2,X.3,X.4,
Daniel Weinberg,The Impact of Subsidized Rental Housing on Children's Long-Term Employment and Earnings,U.S. Census Bureau,Jan 06 2012,2:30 PM,"Swissotel, Vevey 3",American Real Estate & Urban Economic Association,Affordable Housing,R2,Edgar Olsen,University of Virginia,Daniel A. Hartley,Federal Reserve Bank of Cleveland,Kathleen Short,U.S. Census Bureau,Daniel B. Gubits,"Abt Associates, Inc",David A. Vandenbroucke,U.S. Department of Housing and Urban Development,,,Daniel Weinberg,Male,,,,,,NA,NA,NA,NA,NA,
Daniel Wolfenzon,Dissecting the Effect of Credit Supply on Trade: Evidence from Matched Credit-Export Data,Columbia University,Jan 06 2012,8:00 AM,"Hyatt Regency, Field",Econometric Society,Credit Supply During the Financial Crisis,G0,Amir Sufi,University of Chicago,Manju Puri,Duke University,Toni Whited,University of Rochester,Philip Strahan,Boston College,,,,,DANIEL WOLFENZON,Male,,,,,,NA,NA,NA,NA,NA,
Dara Lee,The Digital Scarlet Letter: The Effect of Online Criminal Records on Crime,University of Missouri-Columbia,Jan 06 2012,8:00 AM,"Hyatt Regency, Hong Kong",American Economic Association,The Positive and Negative Effects of Information,D8,Kevin Mumford,Purdue University,,,,,,,,,,,Dara Lee,Female,,,,,,NA,NA,NA,NA,NA,
Darius Palia,Banks Non-Interest Income and Systemic Risk,"Rutgers University, Newark",Jan 08 2012,1:00 PM,"Swissotel, Zurich B",American Finance Association,Banking and Financial Institutions 2,G2,Mark Flannery,University of Florida,Vikrant Vig,London Business School,Reint Gropp,"European Business School, Germany",Andreas Lehnert,Government of the United States of America,Sreedhar Bharath,University of Michigan-Ann Arbor,,,Darius Palia,Male,,,,,,NA,NA,NA,NA,NA,
Daron Acemoglu,Robust Comparative Statics in Large Dynamic Economies,Massachusetts Institute of Technology,Jan 06 2012,10:15 AM,"Hyatt Regency, Addams",Econometric Society,Analysis and Computation of Large Games and Mechanisms,C7,Aaron Bodoh-Creed,Cornell University,Eran Shmaya,Northwestern University,Fuhito Kojima,Stanford University,Joyee Deb,New York University,Parag A. Pathak,Massachusetts Institute of Technology,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA,
Daron Acemoglu,"Innovation, Reallocation and Growth",Massachusetts Institute of Technology,Jan 07 2012,10:15 AM,"Hyatt Regency, Regency D",American Economic Association,Innovation and Growth,O4,Daron Acemoglu,Massachusetts Institute of Technology,,,,,,,,,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA,
Daron Acemoglu,The Value of Political Connections in the United States,Massachusetts Institute of Technology,Jan 08 2012,8:00 AM,"Hyatt Regency, Field",Econometric Society,Applications of the Synthetic Control Method,C2,Caroline Hoxby,Harvard University,Caroline Hoxby,Harvard University,Edward Miguel,University of California-Berkeley,Alberto Abadie,Harvard University,Michael Greenstone,Massachusetts Institute of Technology,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA,
Daron Acemoglu,Interconnections and Volatility in Networks,Massachusetts Institute of Technology,Jan 08 2012,10:15 AM,"Hyatt Regency, Regency B",American Economic Association,"Information, Financial Crisis and the Real Economy",G2,Olivier Blanchard,International Monetary Fund,Viral Acharya,New York University,Itay Goldstein,University of Pennsylvania,Gary Gorton,Yale University,Nobuhiro Kiyotaki,Princeton University,,,DARON ACEMOGLU,Male,"DARON ACEMOGLU,",,,,,NA,NA,NA,NA,NA,
Dave Donaldson,"Ricardo's Theory of Comparative Advantage: Old Idea, New Evidence",Massachusetts Institute of Technology,Jan 07 2012,2:30 PM,"Hyatt Regency, Regency C",American Economic Association,New Directions in Trade and Geography,F1,Robert Townsend,Massachusetts Institute of Technology,Chang Tai Hsieh,University of Chicago,Francisco Buera,Federal Reserve Bank of Minneapolis,Pol Antras,Harvard University,,,,,DAVE DONALDSON,Male,,,,,,NA,NA,NA,NA,NA,
David A. Matsa,CEO Compensation and Corporate Risk-Taking: Evidence from a Natural Experiment,Northwestern University,Jan 07 2012,2:30 PM,"Swissotel, Zurich E",American Finance Association,Executive Compensation 2,G3,Laura Starks,University of Texas-Austin,Charles Hadlock,Michigan State University,Katharina Lewellen,Dartmouth College,Jay Hartzell,University of Texas-Austin,Yuhai Xuan,Harvard Business School,,,David A. Matsa,Male,DAVID MATSA,,,,,NA,NA,NA,NA,NA,
David A. Wise,The Asset Cost of Poor Health,Harvard University and NBER,Jan 07 2012,2:30 PM,"Hyatt Regency, Grand Ballroom B",American Economic Association,The Dynamics of Health and Wealth among the Elderly,I1,James Poterba,Massachusetts Institute of Technology and NBER,Amy N. Finkelstein,Massachusetts Institute of Technology,Courtney C. Coile,Wellesley College,Serdar Ozcan,Federal Reserve Board,John Sabelhaus,Federal Reserve Board and University of Maryland,,,David A. Wise,Male,David Wise,,,,,NA,NA,NA,NA,NA,
David Albouy,Metropolitan Land Values and Housing Productivity,University of Michigan,Jan 07 2012,2:30 PM,"Swissotel, St. Gallen 2",American Real Estate & Urban Economic Association,Topics in Urban Economics,R1,Scott Frame,Federal Reserve Bank of Atlanta,Christopher Carroll,Johns Hopkins University,Jordan Rappaport,Federal Reserve Bank of Kansas City,Christopher Cunningham,Federal Reserve Bank of Atlanta,Shane Sherlund,Federal Reserve Board,,,DAVID ALBOUY,Male,,,,,,NA,NA,NA,NA,NA,
David Autor,What Are the Real Application Costs of SSDI? The Effect of Waiting Time on Labor Force Participation and Earnings,Massachusetts Institute of Technology,Jan 08 2012,8:00 AM,"Hyatt Regency, Columbus CD",American Economic Association,Disability Programs and Employment,J1,John Pepper,University of Virginia,David Autor,Massachusetts Institute of Technology,David Stapleton,Mathematica,Eric French,Federal Reserve Bank of Chicago,Jeffrey Smith,University of Michigan,,,DAVID AUTOR,Male,,,,,,NA,NA,NA,NA,NA,
David Hummels,"Offshoring, Transition, and Training: Evidence from Danish Matched Worker-Firm Data",Purdue University,Jan 07 2012,8:00 AM,"Hyatt Regency, Crystal A",American Economic Association,Trade and Labor Markets: Evidence from Matched Employer-Employee Data,F1,Robert Feenstra,University of California-Davis,Oleg Itskhoki,Princeton University,Mine Z. Senses,Johns Hopkins University,Kerem Cosar,University of Chicago,Marc Muendler,University of California-San Diego,,,DAVID HUMMELS,Male,,,,,,NA,NA,NA,NA,NA,
David K. Backus,Sources of Entropy in Representative Agent Models,Leonard N. Stern School of Business,Jan 08 2012,10:15 AM,"Swissotel, Zurich C",American Finance Association,Macro Finance,G1,Amir Yaron,University of Pennsylvania,Stavros Panageas,University of Chicago,Stijn Van Nieuwerburgh,New York University,Lars Lochstoer,Columbia University,Hanno Lustig,University of California-Los Angeles,,,DAVID K. BACKUS,Male,DAVID BACKUS,,,,,NA,NA,NA,NA,NA,
David N. Figlio,Is it Live or is it Internet? Experimental Estimates of the Effects of Online Instruction on Student Learning,Northwestern University and NBER,Jan 06 2012,12:30 PM,"Hyatt Regency, Atlanta",National Association of Economic Educators,High School through College: Economic Education and Observed Outcomes,A2,John Swinton,Georgia College,Roger B. Butters,University of Nebraska-Lincoln,KimMarie McGoldrick,University of Richmond,Brian W. Sloboda,University of Phoenix,Shelby Frost,Georgia State University,,,David N. Figlio,Male,DAVID FIGLIO,,,,,NA,NA,NA,NA,NA,
David Powell,Hyperplanic Quantile Utility Optimization under Separating Auction Equilibria,RAND,Jan 07 2012,8:00 PM,"Hyatt Regency, Crystal B",American Economic Association,The Economics Humor Session in Honor of Caroline Postelle Clotfelter,Z1,Orley Ashenfelter,Princeton University,,,,,,,,,,,David Powell,Male,,,,,,NA,NA,NA,NA,NA,
David Splinter,State Pension Contributions and Fiscal Stress,Rice University,Jan 08 2012,8:00 AM,"Hyatt Regency, Grand Suite 3",American Economic Association,Fiscal Policy Analysis,H3,Adam Hoffer,West Virginia University,Adam J. Hoffer,West Virginia University,Peter Berck,University of California-Berkeley,David Splinter,Rice University,Yasushi Asako,Bank of Japan,,,David Splinter,Male,,,,,,NA,NA,NA,NA,NA,
David Sraer,Monetary Policy and Risk-Shifting: Evidence from the Subprime Market,Princeton University,Jan 08 2012,1:00 PM,"Swissotel, Zurich B",American Finance Association,Banking and Financial Institutions 2,G2,Mark Flannery,University of Florida,Vikrant Vig,London Business School,Reint Gropp,"European Business School, Germany",Andreas Lehnert,Government of the United States of America,Sreedhar Bharath,University of Michigan-Ann Arbor,,,DAVID SRAER,Male,,,,,,NA,NA,NA,NA,NA,
David Sraer,Quiet Bubbles,Princeton University,Jan 08 2012,8:00 AM,"Swissotel, Zurich A",American Finance Association,Behavioral Finance - Markets,G1,David Hirshleifer,University of California-Irvine,Joel Peress,INSEAD,Dongmei Li,University of California-San Diego,Dong Lou,London School of Economics,Nina Boyarchenko,University of Chicago,,,DAVID SRAER,Male,,,,,,NA,NA,NA,NA,NA,
David Sraer,"Going for Broke: New Century Financial Corporation, 2004-2006",Princeton University,Jan 07 2012,10:15 AM,"Hyatt Regency, Columbus IJ",American Economic Association,Mortgage Markets and Policy Response,G3,John Campbell,Harvard University,Gadi Berlevy,Federal Reserve Bank of Chicago,Victoria Ivashina,Harvard University,Tom Davidoff,University of British Columbia,Francesco Trebbi,University of British Columbia,,,DAVID SRAER,Male,,,,,,NA,NA,NA,NA,NA,
David Sraer,Quiet Bubbles,Princeton University,Jan 06 2012,10:15 AM,"Hyatt Regency, Grand Ballroom A",American Economic Association,Credit Bubbles,G1,Robin Greenwood,Harvard University,Jeffrey Wurgler,New York University,Augustin Landier,Toulouse School of Economics,Andrew Metrick,Yale University,,,,,DAVID SRAER,Male,,,,,,NA,NA,NA,NA,NA,
David T. Robinson,"Private Equity in the 21st Century: Cash Flows, Performance, and Contract Terms from 1984-2010",Duke University,Jan 08 2012,1:00 PM,"Swissotel, Zurich G",American Finance Association,Private Equity and Venture Capital,G2,Josh Lerner,Harvard Business School,Victoria Ivashina,Harvard Business School,Morten Sorensen,Columbia Business School,Edward Morrison,Columbia Law School,Anna Kovner,Federal Reserve Banks,,,David T. Robinson,Male,DAVID ROBINSON,,,,,NA,NA,NA,NA,NA,
David T. Robinson,"Innovation, Capital Structure, and the Boundaries of the Firm",Duke University,Jan 08 2012,8:00 AM,"Swissotel, Zurich B",American Finance Association,Capital Structure and Firm Organization,G3,Antoinette Schoar,Massachusetts Institute of Technology,Ilya Strebulaev,Stanford University,James Hines,University of Michigan Law School,Jarrad Harford,University of Washington,Yaniv Grinstein,Cornell University,,,David T. Robinson,Male,DAVID ROBINSON,,,,,NA,NA,NA,NA,NA,
David Thesmar,"Going for Broke: New Century Financial Corporation, 2004-2006",HEC & CEPR,Jan 07 2012,10:15 AM,"Hyatt Regency, Columbus IJ",American Economic Association,Mortgage Markets and Policy Response,G3,John Campbell,Harvard University,Gadi Berlevy,Federal Reserve Bank of Chicago,Victoria Ivashina,Harvard University,Tom Davidoff,University of British Columbia,Francesco Trebbi,University of British Columbia,,,DAVID THESMAR,Male,,,,,,NA,NA,NA,NA,NA,
David Thesmar,Monetary Policy and Risk-Shifting: Evidence from the Subprime Market,HEC Paris,Jan 08 2012,1:00 PM,"Swissotel, Zurich B",American Finance Association,Banking and Financial Institutions 2,G2,Mark Flannery,University of Florida,Vikrant Vig,London Business School,Reint Gropp,"European Business School, Germany",Andreas Lehnert,Government of the United States of America,Sreedhar Bharath,University of Michigan-Ann Arbor,,,DAVID THESMAR,Male,,,,,,NA,NA,NA,NA,NA,
David Thesmar,The WACC Fallacy: The Real Effects of Using a Unique Discount Rate,HEC Paris,Jan 08 2012,10:15 AM,"Swissotel, Zurich F",American Finance Association,Behavioral Finance - Corporate,G3,Jeffrey Wurgler,New York University,Oliver Spalt,University of Texas-Austin,Dirk Jenter,Stanford University,Borja Larrain,Universidad Catolica de Chile,Matthias Kahl,University of Colorado-Boulder,,,DAVID THESMAR,Male,,,,,,NA,NA,NA,NA,NA,
Davin Chor,Host Country Financial Development and MNC Activity,Singapore Management University,Jan 06 2012,8:00 AM,"Hyatt Regency, Atlanta",American Economic Association,"Issues in Trade, Growth, and Macroeconomics",F4,Jing Zhang,University of Michigan,,,,,,,,,,,Davin Chor,Male,,,,,,NA,NA,NA,NA,NA,
Davin Chor,Measuring the Upstreamness of Production and Trade Flows,Singapore Management University,Jan 08 2012,1:00 PM,"Hyatt Regency, Grand Suite 5",American Economic Association,Global Production Chains,F1,Pol Antras,Harvard University,Esteban Rossi-Hansberg,Princeton University,Charles I. Jones,Stanford University,Kei-Mu Yi,Federal Reserve Bank of Minneapolis,Jonathan Vogel,Columbia University,,,Davin Chor,Male,,,,,,NA,NA,NA,NA,NA,
Dean Corbae,Credit Checks and Labor Market Outcomes,University of Wisconsin-Madison,Jan 07 2012,10:15 AM,"Hyatt Regency, New Orleans",Chinese Economic Association in North America/American Economic Association,Macroeconomics of Financial Markets,G1,Lee Ohanian,University of California-Los Angeles,Been-Lon Chen,Academia Sinica,Shu-Chun Susan Yang,International Monetary Fund,Yi-Chan Tsai,University of Tokyo,Tzu-Ying Daphne Chen,Florida State University,,,DEAN CORBAE,Male,,,,,,NA,NA,NA,NA,NA,
Dean Karlan,"Agricultural Loans, Savings and the Returns to Capital among Women in Mali",Yale University,Jan 06 2012,8:00 AM,"Hyatt Regency, Water Tower",American Economic Association,Field Experiments on Savings in Developing Countries,O1,Silvia Prina,Case Western Reserve University,Shawn Cole,Harvard University,Cynthia Kinnan,Northwestern University,Jessica Goldberg,Harvard University,Simone Schaner,Dartmouth College,,,DEAN KARLAN,Male,,,,,,NA,NA,NA,NA,NA,
Dean Karlan,"Hoping to Win, Expected to Lose: Theory and Lessons on Micro Enterprise Development",Yale University,Jan 06 2012,10:15 AM,"Hyatt Regency, Crystal A",American Economic Association,Experiments in Firms,M5,Antoinette Schoar,Massachusetts Institute of Technology,,,,,,,,,,,DEAN KARLAN,Male,,,,,,NA,NA,NA,NA,NA,
Dean Yang,Commitments to Save: A Field Experiment in Malawi,University of Michigan,Jan 06 2012,8:00 AM,"Hyatt Regency, Water Tower",American Economic Association,Field Experiments on Savings in Developing Countries,O1,Silvia Prina,Case Western Reserve University,Shawn Cole,Harvard University,Cynthia Kinnan,Northwestern University,Jessica Goldberg,Harvard University,Simone Schaner,Dartmouth College,,,Dean Yang,Male,,,,,,NA,NA,NA,NA,NA,
Denis Gromb,Legal Investor Protection and Takeovers,INSEAD,Jan 06 2012,2:30 PM,"Hyatt Regency, Wrigley",Association of Financial Economists,M&As around the World,G3,Michael Weisbach,Ohio State University,Isil Erel,Ohio State University,Ronald Masulis,Australian Business School,S. Abraham David,Rutgers University and Yeshiva University,Alex Edmans,University of Pennsylvania,,,Denis Gromb,Male,,,,,,NA,NA,NA,NA,NA,
Dennis Fixler,The Measurement of Banking Services in the System of National Accounts,U.S. Bureau of Economic Analysis,Jan 07 2012,10:15 AM,"Hyatt Regency, Water Tower",American Economic Association,Measurement Issues in Finance and Productivity,G2,Randall Kroszner,University of Chicago and NBER,Peter Rousseau,Vanderbilt University,Robert Inklaar,University of Groningen,Jason Faberman,Federal Reserve Bank of Chicago,John Fernald,Federal Reserve Bank of San Francisco,,,DENNIS FIXLER,Male,,,,,,NA,NA,NA,NA,NA,
Dennis Kristensen,"Multiple Goods, Multiple Tastes and Revealed Preference",Columbia University,Jan 07 2012,2:30 PM,"Hyatt Regency, Wright",Econometric Society,Revealed Preferences: Modeling and Inference,C1,Richard Blundell,University College London,Ian Crawford,Oxford University,Rosa Liliana Matzkin,University of California-Los Angeles,Yuichi Kitamura,Yale University,,,,,DENNIS KRISTENSEN,Male,,,,,,NA,NA,NA,NA,NA,
Dietrich Earnhart,The Influence of Financial Status on the Effectiveness of Environmental Enforcement,University of Kansas,Jan 07 2012,8:00 AM,"Swissotel, Vevey 1",Association of Environmental & Resource Economists,Environmental Regulation,Q5,Tom Lyon,University of Michigan,Sheila Olmstead,Resources for the Future,Anna Alberini,University of Maryland,Tom Lyon,University of Michigan,Kevin Boyle,Virginia Tech,,,DIETRICH EARNHART,Male,,,,,,NA,NA,NA,NA,NA,
Dirk Bergemann,Correlated Equilibrium in Games of Incomplete Information,Yale University,Jan 08 2012,10:15 AM,"Hyatt Regency, Field",Econometric Society,Foundational Issues in Game Theory,C7,#NAME?,,Antonio Penta,University of Wisconsin-Madison,Amanda Friedenberg,Arizona State University,Paulo Barelli,University of Rochester,Eran Shmaya,Northwestern University,,,Dirk Bergemann,Male,,,,,,NA,NA,NA,NA,NA,
Dirk Bergemann,Efficient Auctions and Interdependent Types,Yale University,Jan 06 2012,10:15 AM,"Hyatt Regency, Grand Suite 5",American Economic Association,Robustness and Approximation in Mechanism Design,C6,Stephen Morris,Princeton University,Stephen Morris,Princeton University,Moritz Meyer-ter-Vehn,University of California-Los Angeles,Eric Maskin,Harvard University,,,,,Dirk Bergemann,Male,,,,,,NA,NA,NA,NA,NA,
